Model ID,Type,Base Model
Jungang/path-to-save-model,,
Jungang/path_to_saved_model,finetune,CompVis/stable-diffusion-v1-4
Jungang/path_to_saved_model_2,finetune,CompVis/stable-diffusion-v1-4
StanleyChueh/Black_Dog,,
Ranjit/Whisper_or_latest,,
owanr/alpaca-sft-coedit,,
SELEKCJONER/sdfiles,,
SELEKCJONER/testrepo,,
onlysainaa/translate_no_attention_model,,
Virus-Proton/SD-with-ControlNet,adapter,runwayml/stable-diffusion-v1-5
Virus-Proton/model_out,,
predictanythingsoftware/Love_Expert,,
QuistillaccheroQS/AllWorkForkRowkV02_Gamma_512x512,,
Shamsuddin/sonicChat-13B-V1.0,,
Shamsuddin/sonicChat-70B-V1.0,,
msalnikov/kgqa-sqwd-t5-xl-ssm-nq,,
junx/djmrl,,
chillstar/bert-base-uncased-emotion,,
Lord769/Models,,
hlee118/test,,
richad/vr34gmjutr5sgf,,
amentaphd/results,,
amentaphd/llama2_test,finetune,NousResearch/Llama-2-7b-chat-hf
GilbertClaus/Cospuri-301-sampai-600,,
QWW/dreambooth_beacon,finetune,CompVis/stable-diffusion-v1-4
QuistillaccheroQS/AllWorkForkRowk_Definitives,finetune,stabilityai/stable-diffusion-2-1
probablyup/sd2.1-lora-ad,,
thanhtrung/ppo-Huggy,,
LegallyOverworked/esm2_t6_8M_UR50D-finetuned-localization,,
Oztobuzz/phoBert_test,,
DecubeIO/all-MiniLM-L12-v2_O3,,
DecubeIO/all-mpnet-base-v2_O3,,
owanr/flan-t5-small-intra_model,finetune,google/flan-t5-small
owanr/google-t5-v1_1-large-intra_model,finetune,google/t5-v1_1-large
owanr/google-t5-v1_1-small-intra_model,finetune,google/t5-v1_1-small
iambestfeed/vietnamese-llama2-7b-sharded-checkpoints,,
Oztobuzz/sbert_mnr_1_epoch_v1,,
SELEKCJONER/old-sd-webui-1.4,,
jherng/test-model,,
Oztobuzz/sbert_mnr_5_epoch_v1,,
owanr/SChem5Labels-google-t5-v1_1-small-intra_model,finetune,google/t5-v1_1-small
owanr/Sentiment-google-t5-v1_1-small-intra_model,finetune,google/t5-v1_1-small
owanr/SChem5Labels-google-t5-v1_1-base-intra_model,finetune,google/t5-v1_1-base
owanr/SChem5Labels-google-t5-v1_1-large-intra_model-sorted-model_annots_str,finetune,google/t5-v1_1-large
fayez94/mt5-base,,
KennethTM/gpt-neo-1.3B-danish-lora-r64-a128,,
owanr/SChem5Labels-google-t5-v1_1-large-inter_model-frequency-model_annots_str,finetune,google/t5-v1_1-large
owanr/Sentiment-google-t5-v1_1-large-intra_model-frequency-model_annots_str,finetune,google/t5-v1_1-large
owanr/ghc-google-t5-v1_1-large-intra_model-sorted-model_annots_str,finetune,google/t5-v1_1-large
owanr/SChem5Labels-google-t5-v1_1-large-intra_model-frequency-model_annots_str,finetune,google/t5-v1_1-large
owanr/Sentiment-google-t5-v1_1-large-intra_model-shuffle-model_annots_str,finetune,google/t5-v1_1-large
owanr/ghc-google-t5-v1_1-large-inter_model-sorted-model_annots_str,finetune,google/t5-v1_1-large
owanr/SChem5Labels-google-t5-v1_1-large-inter_model-sorted-human_annots_str,finetune,google/t5-v1_1-large
owanr/Sentiment-google-t5-v1_1-large-inter_model-sorted-model_annots_str,finetune,google/t5-v1_1-large
owanr/SChem5Labels-google-t5-v1_1-large-intra_model-sorted-model_annots_str2,finetune,google/t5-v1_1-large
owanr/SChem5Labels-google-t5-v1_1-large-inter_model-frequency-human_annots_str,finetune,google/t5-v1_1-large
owanr/Sentiment-google-t5-v1_1-large-inter_model-frequency-model_annots_str,finetune,google/t5-v1_1-large
owanr/SChem5Labels-google-t5-v1_1-large-inter_model-shuffle-human_annots_str,finetune,google/t5-v1_1-large
owanr/SBIC-google-t5-v1_1-large-intra_model-sorted-human_annots_str,finetune,google/t5-v1_1-large
owanr/SChem5Labels-google-t5-v1_1-large-intra_model-shuffle-human_annots_str,finetune,google/t5-v1_1-large
owanr/Sentiment-google-t5-v1_1-large-inter_model-sorted-human_annots_str,finetune,google/t5-v1_1-large
owanr/SChem5Labels-google-t5-v1_1-large-intra_model-frequency-human_annots_str,finetune,google/t5-v1_1-large
owanr/SBIC-google-t5-v1_1-large-intra_model-frequency-human_annots_str,finetune,google/t5-v1_1-large
owanr/SChem5Labels-google-t5-v1_1-large-intra_model-shuffle-model_annots_str,finetune,google/t5-v1_1-large
owanr/SChem5Labels-google-t5-v1_1-large-inter_model-sorted-model_annots_str,finetune,google/t5-v1_1-large
owanr/SChem5Labels-google-t5-v1_1-large-inter_model-shuffle-model_annots_str,finetune,google/t5-v1_1-large
owanr/Sentiment-google-t5-v1_1-large-inter_model-frequency-human_annots_str,finetune,google/t5-v1_1-large
owanr/Sentiment-google-t5-v1_1-large-inter_model-shuffle-model_annots_str,finetune,google/t5-v1_1-large
owanr/Sentiment-google-t5-v1_1-large-intra_model-frequency-human_annots_str,finetune,google/t5-v1_1-large
owanr/Sentiment-google-t5-v1_1-large-inter_model-shuffle-human_annots_str,finetune,google/t5-v1_1-large
owanr/ghc-google-t5-v1_1-large-intra_model-frequency-human_annots_str,finetune,google/t5-v1_1-large
owanr/Sentiment-google-t5-v1_1-large-intra_model-shuffle-human_annots_str,finetune,google/t5-v1_1-large
owanr/Sentiment-google-t5-v1_1-large-intra_model-sorted-human_annots_str,finetune,google/t5-v1_1-large
owanr/ghc-google-t5-v1_1-large-intra_model-shuffle-human_annots_str,finetune,google/t5-v1_1-large
owanr/SBIC-google-t5-v1_1-large-intra_model-frequency-model_annots_str,finetune,google/t5-v1_1-large
owanr/ghc-google-t5-v1_1-large-intra_model-shuffle-model_annots_str,finetune,google/t5-v1_1-large
owanr/SBIC-google-t5-v1_1-large-intra_model-shuffle-model_annots_str,finetune,google/t5-v1_1-large
owanr/ghc-google-t5-v1_1-large-intra_model-frequency-model_annots_str,finetune,google/t5-v1_1-large
owanr/SBIC-google-t5-v1_1-large-intra_model-shuffle-human_annots_str,finetune,google/t5-v1_1-large
owanr/SBIC-google-t5-v1_1-large-inter_model-frequency-model_annots_str,finetune,google/t5-v1_1-large
owanr/ghc-google-t5-v1_1-large-inter_model-shuffle-human_annots_str,finetune,google/t5-v1_1-large
owanr/SBIC-google-t5-v1_1-large-inter_model-frequency-human_annots_str,finetune,google/t5-v1_1-large
owanr/ghc-google-t5-v1_1-large-inter_model-shuffle-model_annots_str,finetune,google/t5-v1_1-large
owanr/ghc-google-t5-v1_1-large-inter_model-frequency-model_annots_str,finetune,google/t5-v1_1-large
owanr/SBIC-google-t5-v1_1-large-inter_model-shuffle-model_annots_str,finetune,google/t5-v1_1-large
owanr/SBIC-google-t5-v1_1-large-inter_model-shuffle-human_annots_str,finetune,google/t5-v1_1-large
owanr/SBIC-google-t5-v1_1-large-inter_model-sorted-model_annots_str,finetune,google/t5-v1_1-large
owanr/SBIC-google-t5-v1_1-large-inter_model-sorted-human_annots_str,finetune,google/t5-v1_1-large
owanr/SChem5Labels-google-t5-v1_1-large-inter_model-dataset-frequency-model_annots_str,finetune,google/t5-v1_1-large
owanr/SChem5Labels-google-t5-v1_1-large-intra_model-dataset-frequency-model_annots_str,finetune,google/t5-v1_1-large
owanr/Sentiment-google-t5-v1_1-large-inter_model-dataset-frequency-model_annots_str,finetune,google/t5-v1_1-large
owanr/Sentiment-google-t5-v1_1-large-intra_model-dataset-frequency-model_annots_str,finetune,google/t5-v1_1-large
owanr/SBIC-google-t5-v1_1-large-intra_model-dataset-frequency-model_annots_str,finetune,google/t5-v1_1-large
owanr/SBIC-google-t5-v1_1-large-inter_model-dataset-frequency-model_annots_str,finetune,google/t5-v1_1-large
owanr/ghc-google-t5-v1_1-large-inter_model-dataset-frequency-model_annots_str,finetune,google/t5-v1_1-large
owanr/ghc-google-t5-v1_1-large-intra_model-dataset-frequency-model_annots_str,finetune,google/t5-v1_1-large
owanr/SChem5Labels-google-t5-v1_1-large-intra_model-frequency-human_annots_str_jloss,finetune,google/t5-v1_1-large
yethu/bert-finetuned-squad,,
owanr/SChem5Labels-google-t5-v1_1-large-intra_model-dataset-frequency-human_annots_str,finetune,google/t5-v1_1-large
owanr/SChem5Labels-google-t5-v1_1-large-inter_model-dataset-frequency-human_annots_str,finetune,google/t5-v1_1-large
owanr/SChem5Labels-google-t5-v1_1-large-intra_model-frequency-human_annots_str_mse,finetune,google/t5-v1_1-large
owanr/Sentiment-google-t5-v1_1-large-intra_model-dataset-frequency-human_annots_str,finetune,google/t5-v1_1-large
owanr/Sentiment-google-t5-v1_1-large-inter_model-dataset-frequency-human_annots_str,finetune,google/t5-v1_1-large
owanr/SBIC-google-t5-v1_1-large-intra_model-dataset-frequency-human_annots_str,finetune,google/t5-v1_1-large
owanr/SBIC-google-t5-v1_1-large-inter_model-dataset-frequency-human_annots_str,finetune,google/t5-v1_1-large
owanr/SBIC-google-t5-v1_1-large-intra_model-frequency-model_annots_str_mse,finetune,google/t5-v1_1-large
owanr/SBIC-google-t5-v1_1-large-intra_model-frequency-human_annots_str_mse,finetune,google/t5-v1_1-large
owanr/Sentiment-google-t5-v1_1-large-intra_model-frequency-model_annots_str_mse,finetune,google/t5-v1_1-large
owanr/Sentiment-google-t5-v1_1-large-intra_model-frequency-human_annots_str_mse,finetune,google/t5-v1_1-large
owanr/ghc-google-t5-v1_1-large-intra_model-frequency-model_annots_str_mse,finetune,google/t5-v1_1-large
owanr/ghc-google-t5-v1_1-large-inter_model-dataset-frequency-human_annots_str,finetune,google/t5-v1_1-large
dharisd/hf-whisper,,
iambestfeed/PhoBERT_v2_finetune_pair,,
iambestfeed/phobert_finetune_biencoder,,
iambestfeed/phobert_v2_finetune_pair_filter_75,,
iambestfeed/phobert_v2_finetune_pair_filter_50,,
owanr/ghc-google-t5-v1_1-large-intra_model-dataset-frequency-human_annots_str_mse,finetune,google/t5-v1_1-large
owanr/ghc-google-t5-v1_1-large-inter_model-frequency-human_annots_str_mse,finetune,google/t5-v1_1-large
owanr/SChem5Labels-google-t5-v1_1-large-intra_model-frequency-model_annots_str-pairwise-mse,finetune,google/t5-v1_1-large
owanr/SChem5Labels-google-t5-v1_1-large-inter_model-frequency-model_annots_str-pairwise-mse,finetune,google/t5-v1_1-large
owanr/SChem5Labels-google-t5-v1_1-large-intra_model-frequency-human_annots_str-pairwise-mse,finetune,google/t5-v1_1-large
owanr/SChem5Labels-google-t5-v1_1-large-inter_model-frequency-human_annots_str-pairwise-mse,finetune,google/t5-v1_1-large
owanr/SChem5Labels-google-t5-v1_1-large-intra_model-dataset-frequency-model_annots_str-pairwise-mse,finetune,google/t5-v1_1-large
owanr/SChem5Labels-google-t5-v1_1-large-inter_model-dataset-frequency-model_annots_str-pairwise-mse,finetune,google/t5-v1_1-large
owanr/SChem5Labels-google-t5-v1_1-large-intra_model-dataset-frequency-human_annots_str-pairwise-mse,finetune,google/t5-v1_1-large
owanr/SChem5Labels-google-t5-v1_1-large-inter_model-dataset-frequency-human_annots_str-pairwise-mse,finetune,google/t5-v1_1-large
owanr/ghc-google-t5-v1_1-large-intra_model-frequency-model_annots_str-pairwise-mse,finetune,google/t5-v1_1-large
owanr/Sentiment-google-t5-v1_1-large-intra_model-frequency-model_annots_str-pairwise-mse,finetune,google/t5-v1_1-large
owanr/Sentiment-google-t5-v1_1-large-inter_model-frequency-model_annots_str-pairwise-mse,finetune,google/t5-v1_1-large
owanr/ghc-google-t5-v1_1-large-inter_model-frequency-model_annots_str-pairwise-mse,finetune,google/t5-v1_1-large
owanr/SBIC-google-t5-v1_1-large-intra_model-frequency-model_annots_str-pairwise-mse,finetune,google/t5-v1_1-large
owanr/ghc-google-t5-v1_1-large-intra_model-frequency-human_annots_str-pairwise-mse,finetune,google/t5-v1_1-large
owanr/SChem5Labels-google-t5-v1_1-large-intra_model-frequency-model_annots_str-pairwise-mse-cycle2,finetune,google/t5-v1_1-large
owanr/SChem5Labels-google-t5-v1_1-large-inter_model-frequency-model_annots_str-pairwise-mse-cycle2,finetune,google/t5-v1_1-large
owanr/SChem5Labels-google-t5-v1_1-large-intra_model-frequency-human_annots_str-pairwise-mse-cycle2,finetune,google/t5-v1_1-large
owanr/SChem5Labels-google-t5-v1_1-large-inter_model-frequency-human_annots_str-pairwise-mse-cycle2,finetune,google/t5-v1_1-large
owanr/SBIC-google-t5-v1_1-large-inter_model-frequency-model_annots_str-pairwise-mse,finetune,google/t5-v1_1-large
owanr/SBIC-google-t5-v1_1-large-intra_model-frequency-human_annots_str-pairwise-mse,finetune,google/t5-v1_1-large
owanr/SBIC-google-t5-v1_1-large-inter_model-frequency-human_annots_str-pairwise-mse,finetune,google/t5-v1_1-large
owanr/SBIC-google-t5-v1_1-large-intra_model-dataset-frequency-model_annots_str-pairwise-mse,finetune,google/t5-v1_1-large
owanr/SBIC-google-t5-v1_1-large-inter_model-dataset-frequency-model_annots_str-pairwise-mse,finetune,google/t5-v1_1-large
owanr/SChem5Labels-google-t5-v1_1-large-intra-dataset-frequency-model-pairwise-mse-cycle2,finetune,google/t5-v1_1-large
owanr/SChem5Labels-google-t5-v1_1-large-inter-dataset-frequency-model-pairwise-mse-cycle2,finetune,google/t5-v1_1-large
owanr/SChem5Labels-google-t5-v1_1-large-intra-dataset-frequency-human-pairwise-mse-cycle2,finetune,google/t5-v1_1-large
owanr/SChem5Labels-google-t5-v1_1-large-inter-dataset-frequency-human-pairwise-mse-cycle2,finetune,google/t5-v1_1-large
owanr/SChem5Labels-google-t5-v1_1-large-intra-dataset-frequency-model-pairwise-mse-cycle1,finetune,google/t5-v1_1-large
owanr/SChem5Labels-google-t5-v1_1-large-inter-dataset-frequency-model-pairwise-mse-cycle1,finetune,google/t5-v1_1-large
owanr/SChem5Labels-google-t5-v1_1-large-intra-dataset-frequency-human-pairwise-mse-cycle1,finetune,google/t5-v1_1-large
owanr/SChem5Labels-google-t5-v1_1-large-inter-dataset-frequency-human-pairwise-mse-cycle1,finetune,google/t5-v1_1-large
owanr/SBIC-google-t5-v1_1-large-intra_model-dataset-frequency-human_annots_str-pairwise-mse,finetune,google/t5-v1_1-large
owanr/SBIC-google-t5-v1_1-large-inter_model-dataset-frequency-human_annots_str-pairwise-mse,finetune,google/t5-v1_1-large
iambestfeed/finetune_pair_8m,,
iambestfeed/phobert_pair_8m_11ps,,
iambestfeed/phobert_pair_8m_37ps,,
iambestfeed/phobert_pair_8m_40ps,,
relaxml/Hessians-Llama-1-7b-6144,,
relaxml/Hessians-Llama-1-13b-6144,,
relaxml/Hessians-Llama-1-30b-6144,,
relaxml/Llama-1-7b-hf,,
relaxml/Llama-1-13b-hf,,
relaxml/Hessians-Llama-1-65b-6144,,
iambestfeed/phobert_pair_8m_all,,
relaxml/Llama-1-30b-hf,,
relaxml/Llama-1-65b-hf,,
owanr/SChem5Labels-mistralai-Mistral-7B-v0.1-intra-dataset-frequency-model-pairwise-mse-cycle1,finetune,mistralai/Mistral-7B-v0.1
