Model ID,Type,Base Model
Hamzah-Asadullah/GenericRPV2-4B,merge,"kunjshah01/gemma-reasoning-genius, allura-org/Gemma-3-Glitter-4B, mlabonne/gemma-3-4b-it-abliterated"
KairosEtp/gemm,,
jvanhoof/all-miniLM-L6-v2-bge-distilled-en-ja-mean-40K-vocab-test,finetune,sentence-transformers/all-MiniLM-L6-v2
RUBBISHLIKE/Spatial-R1-tiny,,
EpistemeAI/SAI-DeepCoder-14B-Preview-v1.0,finetune,agentica-org/DeepCoder-14B-Preview
jeffkang-lunit/lunit-onco-fm,,
shenqiZhang/arduino,,
nntokos/llama-3.2-3B-Instruct_scammer,,
oriforge/anyocr,,
Hamzah-Asadullah/GenericRPV3-4B,merge,"Danielbrdz/Barcenas-4b, allura-org/Gemma-3-Glitter-4B, huihui-ai/gemma-3-4b-it-abliterated"
Hamzah-Asadullah/GenericRPV3-4B-GGUF,quantized,Hamzah-Asadullah/GenericRPV3-4B
Sajjad313/my-Jira-embedding-v3,finetune,jinaai/jina-embeddings-v3
TianheWu/ImageQuality-R1-v1,finetune,Qwen/Qwen2.5-VL-7B-Instruct
wallacelw/ModBERTBr,,
mradermacher/Josiefied-Qwen3-14B-abliterated-v1-i1-GGUF,,
hemal69/model,,
duckduckgodotkom/NLOY,adapter,black-forest-labs/FLUX.1-dev
arshiaafshani/parkinson,,
Hamzah-Asadullah/GenericRPV3-2B,merge,"kxdw2580/Qwen3-1.7B-Catgirl-test0430, huihui-ai/Qwen3-1.7B-abliterated, wzx111/Qwen3-1.7B-MATH-GDPO, XformAI-india/qwen-1.7b-coder"
oncu/Aya-X,,
oncu/Aya-X-GGUF,,
Hamzah-Asadullah/Failed-FPFT-0.6B,finetune,Qwen/Qwen3-0.6B
Hamzah-Asadullah/Failed-FPFT-0.6B-GGUF,quantized,Hamzah-Asadullah/Failed-FPFT-0.6B
Vlad100/Qwen3-32B-abliterated-Q8_0-GGUF,quantized,roslein/Qwen3-32B-abliterated
Smilyai-labs/Sam-large-v1,,
Zach996/kdddd-t1-v1,,
Cseti/LTXV-LoRA-Wallace_and_Gromit-v1,adapter,Lightricks/LTX-Video
Cseti/LTXV-LoRA-Arcane_Jinx-v1,adapter,Lightricks/LTX-Video
fla-zoo/deltanet-siglip2-base-patch16-224,,
strangerguardhf/nsfw-image-detection-93m,,
Hassene/DialoGPT-medium-harrypotter,,
Pyroghy/DialoGPT-Rin-Tohsaka,,
Pyroghy/DialoGPT-small-rin_tohsaka,,
VincentButterfield/DialoGPT-small-harrypotter,,
ankit0208/chatBot,,
Rakib/distilbert-base-uncased-finetuned-ner,,
espnet/test,,
ljc/test,,
ahmadmwali/finetuning-sentiment-model-3000-samples,,
ahmadmwali/finetuning-sentiment-hausa,,
ahmadmwali/finetuning-sentiment-hausa1,,
ahmadmwali/finetuning-sentiment-hausa2,,
ahmadmwali/finetuning-sentiment-hausa-4,,
ahmadmwali/finetuning-sentiment-igbo-1,,
ahmadmwali/finetuning-sentiment-igbo-2,,
ahmadmwali/finetuning-sentiment-igbo-3,,
ahmadmwali/finetuning-sentiment-hausa-5,,
ahmadmwali/finetuning-sentiment-hausa8,,
ahmadmwali/finetuning-sentiment,,
ahmadmwali/finetuning-sentiment-hausa20,,
ahmadmwali/finetuning-sentiment-hausa21,,
ahmadmwali/finetuning-sentiment-igbo21,,
ahmadmwali/finetuning-sentiment-hausa22,,
ahmadmwali/finetuning-sentiment-hausa23,,
ahmadmwali/finetuning-sentiment-hausa24,,
jjrussell10/distilbert-base-uncased-finetuned-cola,,
keepsteady/test_k2t,,
keepsteady/poca-SoccerTwos,,
deraktsu/eva-loras,,
ray1001/Centauri-Mix,,
ray1001/Arietis-Mix,,
seungdong/output_dir,,
seungdong/output_dir_lora,adapter,runwayml/stable-diffusion-v1-5
ray1001/Cygni-Mix,,
PenPaperKeyCode/test,,
irfan211/Illuminutty-Diffusion,,
whitecat29/alpaca-3090,,
whitecat29/test-al,,
irfan211/lyriel_v15,,
Rafuch/aa,,
irfan211/XXMix_9realistic,,
rp4ri/distilgpt2-finetuned-wikitext2,,
jccj/q-FrozenLake-v1-4x4-noSlippery,,
jccj/Reinforce-CartPole-v1,,
Choisuren/CarDD-detectron2,,
RachidAR/WizardLM-Uncensored-SCOT-ST-30B-Q3_K_M-GGML,,
keepsteady/test,,
klamike/ChillTones_E1898_SS114688,,
dicta-il/BEREL_2.0,,
yuvraj108c/sd-trt-models,,
Mistermango24/Furrymix3,,
Mistermango24/yiffymix_3.1V,,
XtrithX/Ulgrin,,
dicta-il/dictalm-7b-instruct,,
neolord/distilbert-base-uncased-finetuned-emotion,finetune,distilbert/distilbert-base-uncased
WLWolf56/v-model,,
vmouchakis/falcon-midjourney,,
Touretticat/repo_name,,
WLWolf56/space,,
wesleymorris/short-answer-classification,finetune,microsoft/mpnet-base
prathik31/falcon-7b-sharded-bf16-finetuned-mental-health-conversational,finetune,ybelkada/falcon-7b-sharded-bf16
dicta-il/dictalm-7b,,
dicta-il/dictalm-rab-7b,,
keepsteady/qlora-koalpaca-polyglot-12.8b-50step,,
yuvraj108c/sd-trt-models-rtx-4090,,
caiyusheng/bloomz-560m_PROMPT_TUNING_CAUSAL_LM,,
VincentButterfield/Dialogpt-small-crabbot,,
gustavalentin/DMCVS,,
gustavalentin/Llama-2-7b-chat-finetune,,
dimacpp/finetuned-llama-7b-chat-hf,,
xbilek25/whisper-small-hi,finetune,openai/whisper-small
ngoan/Qwen-7b-chat-vietnamese-klp,,
dimacpp/merged-llama2-7b-chat-hf,,
ptrdvn/jsquad_llama2_7B,,
ray1001/EternalRequiem,,
AliEdalat/whisper-small-hi,,
ptrdvn/jsquad_tinyllama,,
SilasModder/test1,,
ElWolfo/WolfoChoripan,,
neolord/test1,,
neolord/xlm-roberta-base-finetuned-panx-de,finetune,FacebookAI/xlm-roberta-base
Hassene/food_classifier,,
xbilek25/whisper-tiny-vi,finetune,openai/whisper-small
neolord/xlm-roberta-base-finetuned-panx-de-fr,finetune,FacebookAI/xlm-roberta-base
xbilek25/whisper-tiny-vi-cs,finetune,openai/whisper-tiny
xbilek25/whisper-tiny-vi-cs-1000-1000,finetune,openai/whisper-tiny
neolord/pegasus-samsum,,
dvrajput/VoiceModel,,
xbilek25/whisper-small-base-train,finetune,openai/whisper-tiny
xbilek25/whisper-cs-base-train,finetune,openai/whisper-tiny
xbilek25/whisper-vi-base-train,finetune,openai/whisper-tiny
MrBoltik/mishok,,
junma/sdxl-pokemon-model,,
xbilek25/whisper-base-train-TEST,finetune,openai/whisper-tiny
xbilek25/whisper-base-train-250-2000,finetune,openai/whisper-tiny
MrBoltik/nikitos,,
xbilek25/whisper-base-train-100-800-test,finetune,openai/whisper-tiny
MrBoltik/t5nekit,,
honnlp/vnx_benchmark_t5_small_tokenizer,,
honnlp/vnx_benchmark_t5_base_tokenizer,,
honnlp/vnx_benchmark_pegasus_large_tokenizer,,
MrBoltik/nekit,,
MrBoltik/nekich,,
VoidZeroe/llama6.4-model,,
MrBoltik/nekichgguf,,
graizelle/phee_3,adapter,stabilityai/stable-diffusion-xl-base-1.0
MrBoltik/nekichgguf1,,
masiting/the-rock,,
neolord/distilbert-base-uncased-finetuned-clinc,finetune,distilbert/distilbert-base-uncased
yuvraj108c/nvidia-sd-trt-models-rtx-4090,,
MrBoltik/nekitos,,
yuvraj108c/vsgan,,
hugosisal/my_awesome_billsum_model,,
philz1337x/loras,,
ptrdvn/training_reranker,,
pogpog/microsoft-phi-2-conversation-summary,,
inmyfascistera/Uploads,,
kiwi1229/7B-stanford-FFL-total,,
kiwi1229/7B-stanford-FFL-cp-0,,
kiwi1229/7B-stanford-FFL-cp-1,,
kiwi1229/7B-stanford-FFL-cp-2,,
kiwi1229/7B-stanford-FFL-cp-3,,
neolord/codeparrot,,
kiwi1229/7B-stanford-FFL-cp-4,,
kiwi1229/7B-stanford-FFL-cp-5,,
kiwi1229/7B-GPT4-FFL-cp-0,,
hadrakey/alphapen_trocr,,
kiwi1229/7B-GPT4-FFL-cp-1,,
kiwi1229/7B-GPT4-FFL-cp-2,,
kiwi1229/7B-GPT4-FFL-cp-3,,
kiwi1229/7B-GPT4-FFL-cp-4,,
kiwi1229/7B-GPT4-FFL-cp-5,,
neolord/codeparrot-small,,
kiwi1229/7B-GPT4-FFL-total,,
kiwi1229/13B-stanford-FFL-cp-0,,
kiwi1229/7B-Alpagasus-FFL,,
kiwi1229/7B-Alpagasus-RAND-FFL,,
kiwi1229/7B-Alpagasus-10-FFL,,
kiwi1229/7B-Alpagasus-0-FFL,,
kiwi1229/7B-Alpagasus-42-FFL,,
kiwi1229/13B-stanford-FFL-cp-1,,
kiwi1229/13B-stanford-FFL-cp-4,,
kiwi1229/13B-stanford-FFL-cp-2,,
kiwi1229/13B-stanford-FFL-cp-3,,
hadrakey/alphapen_base_hwr,,
kiwi1229/13B-stanford-FFL-cp-5,,
Enderchef/jARV,,
Enderchef/JarvisAI,adapter,deepseek-ai/DeepSeek-V3
SumitxThokar/opt-6.7b-lora-version1,,
hadrakey/alphapen_large_hwr,,
xbilek25/whisper-base-train-en1500-cs1500,,
hadrakey/alphapen_large_hwr_r,,
hadrakey/alphapen_large,,
hadrakey/alphapen_base,,
922-SY/ts-v2,finetune,SeaLLMs/SeaLLM-7B-v2
922-SY/ts-v2-gguf,quantized,SeaLLMs/SeaLLM-7B-v2
qualcomm/OpenPose,,
NoaCA14/ae_test,,
NoaCA14/qg_test,,
TNSA-AI/N-Gen-2,,
xbilek25/whisper-small-train-csen-p5concat,finetune,openai/whisper-small
cpercivati/whisper-cmu-tiny,,
xbilek25/whisper-small-train-csen-p4,finetune,openai/whisper-small
xbilek25/whisper-small-train-csen-p3,finetune,openai/whisper-small
pogpog/lora-flan-t5,adapter,google/flan-t5-base
xbilek25/whisper-small-train-one_en_word-p3,finetune,openai/whisper-small
pogpog/flan-t5-base-samsum-chatgpt-summary-0.1,adapter,google/flan-t5-base
pogpog/flan-t5-base-samsum-chatgpt-summary-0.2,adapter,google/flan-t5-base
xbilek25/whisper-small-cs,finetune,openai/whisper-small
vmadhuvarshi/bert-base-cased-ft,,
Enderchef/E.T.V,,
NoaCA14/QUAC-base-multitask-qg-ae,,
caug37/logos-gpt,,
JTh34/electra_species_env,,
JTh34/gpt2-finetuned-ar-gpt-20240408,finetune,openai-community/gpt2
xbilek25/whisper-small-train-baasic_1000_1.0,finetune,openai/whisper-small
xbilek25/whisper-small-train-baasic_1000_1.1,,
SuperkingbasSKB/Ailone_8B_GOD,finetune,HuggingFaceM4/idefics2-8b
xbilek25/whisper-small-train-basic_1000_v1.0_shuffled,finetune,openai/whisper-small
xbilek25/whisper-small-train-basic_1000_v1.0,finetune,openai/whisper-small
xbilek25/whisper-small-train-basic_1000_v1.1,finetune,openai/whisper-small
SuperkingbasSKB/Ailone_8B,,
SuperkingbasSKB/Ailone_8B_Aowjing_Travel,finetune,HuggingFaceM4/idefics2-8b
xbilek25/whisper-small-train-v2.0,finetune,openai/whisper-small
SuperkingbasSKB/llama2-qlora-thaisum,,
xbilek25/whisper-small-train-v2.1,finetune,openai/whisper-small
SuperkingbasSKB/adapter_ThaiSC_LLM_Scamper,adapter,openthaigpt/openthaigpt-1.0.0-7b-chat
xbilek25/whisper-small-train-v2.3,finetune,openai/whisper-small
vmadhuvarshi/Llama-3-8b-abap-secure,,
SuperkingbasSKB/Fit_Llama3QA,,
tellurion/colorizer,,
juhoinkinen/Annif-models-upload-testing,,
qualcomm/Yolo-NAS-Quantized,,
Mistermango24/Damn-ponyxl-realistic-model-PLUS-Furry-model,,
Monaliza14xx/my_awesome_qa_model,,
johanghat/Ad0lf-H1tl3r,,
malias/trained-sd3,,
thavens/Meta-Llama-3-8B,finetune,meta-llama/Meta-Llama-3-8B
SumitxThokar/idefics-9b-guns,,
SumitxThokar/idefics-9b-guns2,,
ahmadmwali/MBERT-10k,,
netapp-rickhuang-ai/storyDiffusion-JupyterHub-Mlflow-DOTK,,
duyhv1411/test_01,,
hadrakey/alphapen_phi3,,
hadrakey/alphapen_new_large,,
yuvraj108c/h100-tensorrt-engines-10.1.0,,
ghaziya/Whisper,,
TRnlp/t5-base-Abstract-Title,,
anyantudre/flan-t5-ft-en2fr,,
hadrakey/alphapen_idefics2,,
hadrakey/alphapen_idefics2f,,
hadrakey/alphapen_idefics2_finetune,,
NokaLC/llama70b,,
LittleFish-Coder/bert-base-uncased-fake-news-tfg,,
hadrakey/alphapen_idefics2_finetune_v1,,
vrhoward/esm2_t12_35M_UR50D-Trainerfinetuned-symmetric,finetune,facebook/esm2_t12_35M_UR50D
vrhoward/esm2_t30_150M_UR50D-Trainerfinetuned-symmetric,finetune,facebook/esm2_t30_150M_UR50D
Enderchef/ConnFineweb,,
johanghat/covers-ia,,
johanghat/akira-toriyama,,
Enderchef/ICONN,,
ghaziya/ghaziya-openai-whisper-large-v2-LORA-colab,,
LittleFish-Coder/distilbert-base-uncased-fake-news-tfg,,
LittleFish-Coder/roberta-base-fake-news-tfg,,
johanghat/meruccubus,,
vrhoward/esm2_t12_35M_UR50D-Trainerfinetuned-nonsymmetric,finetune,facebook/esm2_t12_35M_UR50D
ghaziya/ghaziya-ghaziya-ghaziya-openai-whisper-large-v2-LORA-colab-LORA-colab,,
keepsteady/gemma-2b-it-gguf,,
johanghat/alanecuatro,,
johanghat/destello-solar,,
johanghat/nayib-bukele,,
johanghat/miguel-assal,,
johanghat/idolatro24,,
Akzhannn/classification,,
Hastagaras/sunmoy-no-lmhead-test,,
ghaziya/ghaziya-ghaziya-ghaziya-ghaziya-ghaziya-openai-whisper-large-v2-LORA-colab-LORA-colab-LORA-colab,,
johanghat/anonymous,,
HungLV2512/Vietnamese-QA-fine-tuned,,
HungLV2512/bert-base-multilingual-cased-fine-tuned-qa-vietnamese,,
HungLV2512/xlm-roberta-base-fine-tuned-qa-vietnamese,,
ztony0712/Llama-3.1-8B-test,,
riverside12/finetuning-prompt-final,,
LittleFish-Coder/distilbert-base-uncased-kdd2020,,
ghaziya/ghaziya-whisper-LORA-collab,,
MarkBW/test1,,
ElWolfo/WolfoSnowEx,,
kinglifer/flux-lora-mai,,
kinglifer/flux-lora-elena,,
kinglifer/flux-lora-leia,,
hadrakey/alphapen_new_large_1,,
hadrakey/alphapen_new_large_15000,,
hadrakey/alphapen_new_large_30000,,
hadrakey/alphapen_new_large_45000,,
hadrakey/alphapen_new_large_60000,,
hadrakey/alphapen_new_large_70000,,
hadrakey/alphapen_idefics2_1,,
hadrakey/alphapen_idefics2_15000,,
hadrakey/alphapen_idefics2_30000,,
hadrakey/alphapen_idefics2_45000,,
hadrakey/alphapen_idefics2_60000,,
hadrakey/alphapen_idefics2_70000,,
hadrakey/alphapen_trocr_large_1,,
hadrakey/alphapen_trocr_large_15000,,
hadrakey/alphapen_trocr_large_30000,,
hadrakey/alphapen_trocr_large_45000,,
kairos54/Meta-Llama-3-8B-Instruct_SICU-APP-3col_CSV_128_greedy_prompt_overfit,,
hadrakey/alphapen_trocr_large_60000,,
hadrakey/alphapen_trocr_large_70000,,
kinglifer/flux-lora-anya,,
DotStarFish/SecretSpot,,
MarkBW/test2,,
kairos54/Meta-Llama-3-8B-Instruct_SICU-APP-1col_CSV_128_greedy_prompt,,
skanuri/openchat_3.5-care_supreme_policy-adapters,,
hcju/qwen2-math-7b-sft-OpenHermes2.5-checkpoint-4000,,
hcju/qwen2-math-7b-sft-OpenHermes2.5_continue_with_WebInstructSub-checkpoint-1000,,
hcju/qwen2-math-7b-sft,,
kairos54/Meta-Llama-3-8B-Instruct_SICU-APP-3col_CSV_128_greedy_prompt_LoRAparams,,
Raiperoni/ocr-128-175,,
kinglifer/flux-lora-valencia,,
Triangle104/FineLlama-3.1-8B-Q4_K_S-GGUF,quantized,mlabonne/FineLlama-3.1-8B
Triangle104/FineLlama-3.1-8B-Q4_K_M-GGUF,quantized,mlabonne/FineLlama-3.1-8B
Triangle104/FineLlama-3.1-8B-Q5_K_S-GGUF,quantized,mlabonne/FineLlama-3.1-8B
Triangle104/FineLlama-3.1-8B-Q5_K_M-GGUF,quantized,mlabonne/FineLlama-3.1-8B
Triangle104/FineLlama-3.1-8B-Q6_K-GGUF,quantized,mlabonne/FineLlama-3.1-8B
Triangle104/FineLlama-3.1-8B-Q8_0-GGUF,quantized,mlabonne/FineLlama-3.1-8B
kairos54/Meta-Llama-3-8B-Instruct_SICU-APP-3col_CSV_128_beam_prompt_LoRAparams,,
Raiperoni/ocr-128-175-1m,,
Raiperoni/ocr-128-175-1m-uniform,,
YunQi001/chatglm2-6b-xiaoming2,,
ajaz10/med_voice,,
ajaz10/med_voice_v1,,
kairos54/Meta-Llama-3-8B-Instruct_SICU-APP-3col_CSV_128_greedy_prompt_LoRAparams_LR5e-4,,
skanuri/Mixtral-8x7B-v0.1-care_supreme_policy-adapters,,
skanuri/Mixtral-8x7B-Instruct-v0.1-care_supreme_policy-adapters_epoch_2,,
skanuri/openchat_3.5-care_supreme_policy-epoch-2-adapters,,
skanuri/Mixtral-8x7B-Instruct-v0.1-care_supreme_policy-adapters-epoch-3,,
CauchyTheCat/reduced-gemma-2-2b-it-1152D,,
Raiperoni/regressor-128-l1,,
Triangle104/llama3.1-cc-8B-Q4_K_S-GGUF,quantized,nbeerbower/llama3.1-cc-8B
Triangle104/llama3.1-cc-8B-Q4_K_M-GGUF,quantized,nbeerbower/llama3.1-cc-8B
Triangle104/llama3.1-cc-8B-Q5_K_S-GGUF,quantized,nbeerbower/llama3.1-cc-8B
Triangle104/llama3.1-cc-8B-Q5_K_M-GGUF,quantized,nbeerbower/llama3.1-cc-8B
Triangle104/llama3.1-cc-8B-Q6_K-GGUF,quantized,nbeerbower/llama3.1-cc-8B
Triangle104/llama3.1-cc-8B-Q8_0-GGUF,quantized,nbeerbower/llama3.1-cc-8B
Raiperoni/ocr-128-175-ft,,
Raiperoni/byt5-small-ft,,
PoTaTo721/YamiLLM,,
Raiperoni/ocr-128-175-extreme,,
MayconBF/MyActualVersion,,
Raiperoni/ocr-128-175-insertion,,
speedcell4/wmt16-ro-en,,
Triangle104/L3.1-Niitorm-8B-DPO-t0.0001-Q4_K_S-GGUF,quantized,v000000/L3.1-Niitorm-8B-DPO-t0.0001
Triangle104/L3.1-Niitorm-8B-DPO-t0.0001-Q4_K_M-GGUF,quantized,v000000/L3.1-Niitorm-8B-DPO-t0.0001
Triangle104/L3.1-Niitorm-8B-DPO-t0.0001-Q5_K_S-GGUF,quantized,v000000/L3.1-Niitorm-8B-DPO-t0.0001
Triangle104/L3.1-Niitorm-8B-DPO-t0.0001-Q5_K_M-GGUF,quantized,v000000/L3.1-Niitorm-8B-DPO-t0.0001
Triangle104/L3.1-Niitorm-8B-DPO-t0.0001-Q6_K-GGUF,quantized,v000000/L3.1-Niitorm-8B-DPO-t0.0001
Triangle104/L3.1-Niitorm-8B-DPO-t0.0001-Q8_0-GGUF,quantized,v000000/L3.1-Niitorm-8B-DPO-t0.0001
molnart/chatgptgradio,,
devote2/upscaler,,
kinglifer/flux-lora-chilli,,
kairos54/Meta-Llama-3-8B-Instruct_SICU-APP-3col_CSV_128_beam_prompt_LoRAparams_LR5e-4_DEMO,,
duyhv1411/distilbert-base-uncased-finetuned-imdb,,
junma/lora,,
duyhv1411/marian-finetuned-kde4-en-to-fr,,
sdcairos/fesby,,
Hypernap/model,,
Raiperoni/ocr-128-175-t5-base,,
yeeeeeyy/qwen2vlcaption2m,,
mevsg/qwen-for-jawi-v1,,
yeeeeeyy/qwen2vl_caption1,,
BeylasanRuzaiqi/aeromed_awq,,
SS3M/bert-finetuned-2,,
SS3M/bert-finetuned-4,,
SS3M/bert-finetuned-3,,
SS3M/bert-finetuned-5,,
SS3M/bert-finetuned-6,,
SS3M/bert-finetuned-7,,
SS3M/bert-finetuned-1,,
SS3M/bert-finetuned-8,,
SS3M/bert-finetuned-10,,
SS3M/bert-finetuned-9,,
SS3M/bert-finetuned-11,,
MacrossRamen/kverse,,
yeeeeeyy/qwen2vlcaption11900,,
SS3M/bert-multilabel-model,,
salma-alashry/AR_SQL_LLAMA,,
mamyrbek/lang_identification,,
SilasModder/AbsoluteDefianceHybrid,,
WhissleAI/speech-tagger_hi_ctc_meta,finetune,parthiv11/stt_hi_conformer_ctc_large_v2
argmaxinc/whisperkit-android,,
BroAlanTaps/Llama3-instruct-4-18000steps,,
BroAlanTaps/GPT2-large-4-18000steps,,
BroAlanTaps/Llama3-instruct-4-20000steps,,
BroAlanTaps/GPT2-large-4-20000steps,,
rosadecsai/t5-small-finetuned-paper,finetune,google-t5/t5-small
Triangle104/L3.2-JametMini-3B-MK.III-Q4_K_S-GGUF,quantized,Hastagaras/L3.2-JametMini-3B-MK.III
Triangle104/L3.2-JametMini-3B-MK.III-Q4_K_M-GGUF,quantized,Hastagaras/L3.2-JametMini-3B-MK.III
Triangle104/L3.2-JametMini-3B-MK.III-Q5_K_S-GGUF,quantized,Hastagaras/L3.2-JametMini-3B-MK.III
BroAlanTaps/GPT2-large-4-44000steps,,
BroAlanTaps/Llama3-instruct-128-32000steps,,
BroAlanTaps/Llama3-instruct-4-46000steps,,
BroAlanTaps/GPT2-large-4-46000steps,,
WhissleAI/speech-tagger_pa_ctc_meta,finetune,parthiv11/stt_hi_conformer_ctc_large_v2
Thaweewat/bge-m3-m2v-512,finetune,BAAI/bge-m3
ankitmishralive/mistral-7b-oig-unsloth-merged,,
YDCM/test-0dAI-7.5B-v2-4bpw,,
SS3M/m2m100-finetune-en-vi,,
kairos54/Meta-Llama-3-8B-Instruct_SICU-APP-3col_CSV_128_beam_LoRAparams_LR5e-4_DEMO,,
BroAlanTaps/Llama3-instruct-64-42000steps,,
BroAlanTaps/GPT2-large-64-42000steps,,
BroAlanTaps/Llama3-instruct-128-42000steps,,
BroAlanTaps/GPT2-large-128-42000steps,,
BroAlanTaps/Llama3-instruct-64-44000steps,,
BroAlanTaps/GPT2-large-64-44000steps,,
BroAlanTaps/Llama3-instruct-64-46000steps,,
kiwi1229/m_colbert,,
kinglifer/flux-lora-lola,,
TNSA-AI/NGen2Base,finetune,TNSA-AI/N-Gen-2
Triangle104/Hubble-4B-v1-Q4_K_S-GGUF,quantized,TheDrummer/Hubble-4B-v1
Triangle104/Hubble-4B-v1-Q4_K_M-GGUF,quantized,TheDrummer/Hubble-4B-v1
Triangle104/Hubble-4B-v1-Q5_K_S-GGUF,quantized,TheDrummer/Hubble-4B-v1
Triangle104/Hubble-4B-v1-Q5_K_M-GGUF,quantized,TheDrummer/Hubble-4B-v1
Triangle104/Hubble-4B-v1-Q6_K-GGUF,quantized,TheDrummer/Hubble-4B-v1
Triangle104/Hubble-4B-v1-Q8_0-GGUF,quantized,TheDrummer/Hubble-4B-v1
kiwi1229/distilroberta-dis-01,finetune,distilbert/distilroberta-base
kiwi1229/cross_encoder_sample,,
keepsteady/code-llama-3-1-8b-text-to-sql,,
basakdemirok/bert-base-turkish-cased-subjectivity_ct_v0_gemini_downsampled,finetune,dbmdz/bert-base-turkish-cased
janha11/pokemon-lora,,
khairi/seq2seq-esm-plm,,
aryasuneesh/llama-3.1-8b-16bit-GGUF,,
donghoney0416/DeFTAN-II,,
WhissleAI/speech-tagger_mr_ctc_meta,finetune,parthiv11/stt_hi_conformer_ctc_large_v2
WhissleAI/speech-tagger_bn_ctc_meta,,
kiwi1229/colbert_4000,,
kiwi1229/colbert_6000,,
omgyanghe/intern_study_L0_4,,
GANESHPG/llama3.1fine,,
ttttdiva/CivitAI_Auto4,,
Mistermango24/NoobAI-XL_NAI-XL,,
kiwi1229/cross_encoder_distil_roberta_base_1,,
kiwi1229/cross_encoder_distil_roberta_base_2,,
kiwi1229/cross_encoder_distil_roberta_base_2_2,,
kiwi1229/cross_encoder_distil_deberta_1,,
kiwi1229/cross_encoder_distil_deberta_2,,
kiwi1229/cross_encoder_distil_deberta_3,,
kiwi1229/german_cross_encoder,,
kiwi1229/cross_encoder_distil_deberta_retrain,,
khairi/seq2seq-plm-go,,
kiwi1229/cross_encoder_distil_deberta_new_dev,,
kiwi1229/german_cross_encoder_2,,
kiwi1229/german_cross_encoder_original,,
kiwi1229/german_cross_encoder_middle,,
GANESHPG/test_model,quantized,unsloth/llama-3-8b-Instruct-bnb-4bit
kiwi1229/english_cross_encoder_top,,
kiwi1229/english_cross_encoder_base,,
kiwi1229/english_cross_encoder_top_no_sampling,,
aryasuneesh/Meta-Llama-3.1-8B-Hin-MyFi-pytorch,,
kiwi1229/english_cross_encoder_base_no_sampling,,
FanouRaz/mms-tts-mlg-finetuned,,
basakdemirok/bert-base-turkish-cased-subjectivity_checkthat_v0,finetune,dbmdz/bert-base-turkish-cased
jeochris/akallama-1b-sft-qlora,finetune,meta-llama/Llama-3.2-1B
Shreyask09/speaker-segmentation-fine-tuned-callhome-jpn,finetune,pyannote/speaker-diarization-3.1
drkvck/drk,adapter,black-forest-labs/FLUX.1-dev
aryasuneesh/Meta-Llama-3.2-3B-Hin-wCT-GGUF,,
mohkysh/rtl_diff_param,adapter,unsloth/codellama-7b-bnb-4bit
mohkysh/rtl_synthesis,adapter,unsloth/codellama-7b-bnb-4bit
iamkaikai/sdxl-naruto-model,,
iamkaikai/sd-naruto-model-lora-sdxl,,
iamkaikai/sd-naruto-model-lora-sdxl-txt,,
WhissleAI/speech-tagger_indo-aryan_ctc_meta,finetune,parthiv11/stt_hi_conformer_ctc_large_v2
