Model ID,Type,Base Model
nguyenhoangtrungg/train_17k_mbert,,
monadical-labs/minecraft-skin-generator-sdxl,,
imcertibtw/BajmSinger,,
imcertibtw/NataESPsinger,,
imcertibtw/SimJPN,,
imcertibtw/NicoRobinJP,,
imcertibtw/CybermanVoice,,
Intel/business_safety_logistic_regression_classifier,,
haymanhtun/e2e-burmese-asr-espnet2-transformer-syllable,,
Intel/chatglm2-6b-int4-inc,,
Intel/Qwen1.5-0.5B-Chat-int4-inc,,
Intel/chatglm3-6b-int4-inc,,
Intel/Baichuan2-7B-Chat-int4-inc,,
Intel/gpt-j-6b-int4-inc,,
Intel/gpt-neox-20b-int4-inc,,
Intel/mpt-7b-chat-int4-inc,,
Intel/falcon-7b-instruct-int4-inc,,
Intel/bloom-7b1-int4-inc,,
Intel/opt-13b-int4-inc,,
Intel/Llama-2-7b-chat-hf-int4-inc,,
Intel/Meta-Llama-3-8B-Instruct-int4-inc,,
Intel/Qwen1.5-7B-Chat-int4-inc,,
Intel/Mistral-7B-Instruct-v0.2-int4-inc,,
Intel/Mixtral-8x7B-Instruct-v0.1-int4-inc,,
Intel/gemma-7b-int4-inc,,
Bogoo/my_awesome_model,finetune,distilbert/distilbert-base-uncased
intone/unaligned-llama3-8b-v0.1-16bit,,
rvo/mistral_lora_clm_with_added_tokens,,
intone/orpo-unaligned-llama3-8B-v0.1,,
Intel/Mistral-7B-Instruct-v0.2-int2-inc,,
zonghanHZH/corgy_dog_LoRA,finetune,stabilityai/stable-diffusion-xl-base-1.0
imcertibtw/AtomHeartGirl,,
zonghanHZH/corgy_gojo_satoru_LoRA,finetune,stabilityai/stable-diffusion-xl-base-1.0
Intel/SOLAR-10.7B-Instruct-v1.0-int4-inc-v0.2,,
imcertibtw/Vienna,,
lck2k/test02,,
sunzx0810/gte-Qwen2-7B-instruct-Q5_K_M-GGUF,quantized,Alibaba-NLP/gte-Qwen2-7B-instruct
imcertibtw/Corpse,,
Nestech/news-segmentation,,
imcertibtw/cfwmagic,,
imcertibtw/cfwtrick,,
imcertibtw/cfwjudge,,
imcertibtw/GamerGirl,,
RoboApocalypse/mini-mistral-360M-wikipedia-20231101.en-science-sci-fi-OpenHermes-2.5-chatML-Grokfast,,
imcertibtw/EndraYTv2,,
imcertibtw/DoolyYT,,
Ahjeong/ipo_gemma_7b_bf16_lr5e-7_origindset_default_kl0.01-epoch1,,
Ahjeong/ipo_gemma_7b_bf16_lr5e-7_origindset_default_kl0.01-epoch2,,
Ahjeong/ipo_gemma_7b_bf16_lr5e-7_origindset_default_kl0.01-epoch3,,
Ahjeong/dpo_gemma_7b_bf16_lr5e-7_origindset_beta1.1_kl0.01_epoch4-epoch4,,
Ahjeong/dpo_gemma_7b_bf16_lr5e-7_origindset_default_kl0.01_epoch4-epoch4,,
imcertibtw/Ars,,
latiao1999/Qwen-Qwen1.5-1.8B-1723129697,adapter,Qwen/Qwen1.5-1.8B
latiao1999/Qwen-Qwen1.5-1.8B-1723131191,adapter,Qwen/Qwen1.5-1.8B
latiao1999/Qwen-Qwen1.5-7B-1723132755,adapter,Qwen/Qwen1.5-7B
lck2k/test01,,
Ahjeong/deir-DoorKey-8x8-fullobs-step260,,
patrickjpaschal/Flux-lora,,
klymxes/the1,,
imcertibtw/boyvoice,,
klymxes/twin,,
klymxes/carolinepokemon,,
IRIIS-RESEARCH/RoBERTa_Nepali_110M,,
krtk00/pan_crd_lora,adapter,black-forest-labs/FLUX.1-dev
klymxes/heart-emoij,,
klymxes/thwthw,,
Konthee/Llama-3.1-8B-toxic-dpo-NoWarning,finetune,unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit
krtk00/pan_crd_lora_v2,adapter,black-forest-labs/FLUX.1-dev
krtk00/aadhar_crd_lora,adapter,black-forest-labs/FLUX.1-dev
ibm-granite/granite-3.0-8b-instruct,finetune,ibm-granite/granite-3.0-8b-base
Intel/Qwen2.5-3B-Instruct-int4-inc,,
Intel/Qwen2.5-7B-Instruct-int4-inc,,
Intel/Qwen2.5-14B-Instruct-int4-inc,,
Intel/Qwen2.5-72B-Instruct-int4-inc,,
Intel/meta-Llama-3.2-3B-Instruct-Int4-INC-Autoround,,
Rameen-Mahmood/devid-llm,,
Team-EVEN/krx_llama3.1_8b_instruct,finetune,meta-llama/Llama-3.1-8B-Instruct
klymxes/star1,,
PharynxAI/VLLM-llama3.1-lora-V2,finetune,unsloth/Meta-Llama-3.1-8B-bnb-4bit
roddutra/cb-original-bowls-labelled,adapter,black-forest-labs/FLUX.1-dev
lck2k/img,,
nomic-ai/CodeRankEmbed,finetune,Snowflake/snowflake-arctic-embed-m-long
amd/SD2.1-Nitro,finetune,stabilityai/stable-diffusion-2-1-base
amd/PixArt-Sigma-Nitro,finetune,PixArt-alpha/PixArt-Sigma-XL-2-1024-MS
nomic-ai/CodeRankLLM,finetune,Qwen/Qwen2.5-Coder-7B-Instruct
bi-matrix/G-MATRIX-Embedding-v1,finetune,Alibaba-NLP/gte-multilingual-base
yunfeixie/LLaVA-Med,,
ibm-granite/granite-3.1-8b-instruct,finetune,ibm-granite/granite-3.1-8b-base
gilatad/svn_01,,
hasancanonder/OrpoLlama-3-1B,,
hasancanonder/FineLlama-3.1-8B,finetune,unsloth/Meta-Llama-3.1-8B-bnb-4bit
gilatad/svn_02,,
aiden-li/OBB-zebraCross-satelliteImage,,
gilatad/alas_62,,
klymxes/jang,,
R1000/Flux-Super-Realism-LoRA-i2i,adapter,black-forest-labs/FLUX.1-dev
klymxes/teu,,
duchamps0305/GLS_LC_V1,,
rookielixinye/Baseline-XXS,,
Bogoo/translator_en_ro,finetune,google-t5/t5-small
zonghanHZH/qwen2-7b-instruct-trl-sft-ChartQA,finetune,Qwen/Qwen2-VL-2B-Instruct
the-drifter23/Havoc,adapter,Alibaba-Research-Intelligence-Computing/Tora
wyddmw/corl,,
Onlyartist9/modernbert-llm-router,,
zonghanHZH/qwen2-2b-instruct-trl-sft-guiact,finetune,Qwen/Qwen2-VL-2B-Instruct
rntc/test-multitask-model-pubmed,,
BASF-AI/nomic-embed-text-v1,,
hasancanonder/FineLlama-3.1-8Bv2,finetune,unsloth/Meta-Llama-3.1-8B-bnb-4bit
klymxes/youngandfineandtallandhandsome,,
Borcherding/FLUX.1-dev-LoRA-HuggingFaceIcons-v0.1,adapter,black-forest-labs/FLUX.1-dev
Ripstick/lora_model,,
robiual-awal/33289e61-d618-46d8-a533-709428c58484,adapter,EleutherAI/gpt-neo-1.3B
robiual-awal/8eb1de00-aa22-423d-8cdd-1ab1a621b6bf,adapter,lmsys/vicuna-7b-v1.3
robiual-awal/c0b20bbc-5bb5-46c8-983c-5d5065d96d2a,adapter,NousResearch/Nous-Hermes-llama-2-7b
robiual-awal/a153d95d-616a-4900-9d90-9e55ae68a72b,adapter,bigscience/bloom-560m
robiual-awal/020c45b1-d320-45a2-9c1c-6c5de02ede15,adapter,01-ai/Yi-1.5-9B-Chat-16K
robiual-awal/10386c2f-4add-4015-ad03-eccbe40d4691,adapter,NousResearch/CodeLlama-7b-hf
robiual-awal/502f1cbd-8b1e-4772-8c07-77715c523e7c,adapter,NousResearch/CodeLlama-13b-hf-flash
robiual-awal/40dcb77d-1d2b-4e6a-b443-f779f56f49dd,adapter,Qwen/Qwen2-7B-Instruct
robiual-awal/823ec4ce-6d0d-4343-b9fa-c7e40a0d3d8e,adapter,dltjdgh0928/test_instruction
robiual-awal/745106cc-3d30-4654-84a7-a45e23301884,adapter,unsloth/llama-3-8b
robiual-awal/b39c97ec-68e8-46b6-81f8-6ef7caa76d9b,adapter,unsloth/mistral-7b-instruct-v0.2
robiual-awal/20378646-588a-4cff-bd66-6c6c41415593,adapter,microsoft/phi-1_5
robiual-awal/8ffa3912-4796-43f3-b8ab-6392007f8226,,
robiual-awal/afd23ca1-3cf5-4f65-a2d3-075078c1d4f2,adapter,EleutherAI/gpt-neo-125m
robiual-awal/e4cc844d-d076-4f00-9cc5-52b194e65612,adapter,numind/NuExtract-1.5
robiual-awal/3adb1eb5-c460-4f9a-bcec-8f9b8d70fa45,adapter,microsoft/phi-1_5
robiual-awal/38659625-f1ff-44a5-ac8a-90bc2c08a907,adapter,NousResearch/Yarn-Mistral-7b-128k
robiual-awal/38ec1c89-a688-424a-a29c-f4c4360126b0,adapter,unsloth/mistral-7b-v0.3
robiual-awal/afae105c-2e18-4b5a-a0bf-6c6ea89c55a3,adapter,Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B
robiual-awal/d1b00376-ee3a-4c69-99b0-4cb3d11e69ee,adapter,tiiuae/falcon-rw-1b
robiual-awal/245d8aab-a246-474e-9051-39d24d407851,adapter,tiiuae/falcon-rw-1b
robiual-awal/6713ca35-6460-4d96-ad31-f4c3f8a988ff,adapter,NousResearch/Yarn-Solar-10b-32k
robiual-awal/635198f8-9f43-49f5-aa4f-e5dcf66dc207,adapter,katuni4ka/tiny-random-olmo-hf
robiual-awal/32a0d93a-de02-4d81-9682-1d6ef3a20fe1,adapter,HuggingFaceH4/zephyr-7b-beta
robiual-awal/75bc65b7-18ff-4efe-a5a0-37b485138278,adapter,microsoft/phi-2
robiual-awal/d84363c4-c03a-4855-8fdd-e19c5ec97d62,,
robiual-awal/f5f61c0e-858c-4268-945e-84e503783faa,adapter,Eurdem/Defne_llama3_2x8B
robiual-awal/8fecbd4a-3cb4-4e10-96da-54e457c7a8f9,adapter,NousResearch/Yarn-Mistral-7b-128k
robiual-awal/3f7d3a0e-2dce-4406-b55c-bae7dd262992,adapter,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5
robiual-awal/39d57c98-6b89-4542-9a0c-2fa5e2ad1951,adapter,katuni4ka/tiny-random-dbrx
robiual-awal/b740b617-903c-45db-ac14-0b18cbabbb53,adapter,Intel/neural-chat-7b-v3-3
robiual-awal/e9e7f7e9-55b1-45dc-9ba8-0e250c8b66b1,adapter,Eurdem/Defne_llama3_2x8B
robiual-awal/b12d83a5-28b9-4365-9fbd-5b9e68c2da04,adapter,unsloth/Hermes-3-Llama-3.1-8B
robiual-awal/8a3835ec-e768-41ce-ae75-68847c981f37,adapter,NousResearch/Meta-Llama-3-8B-Alternate-Tokenizer
robiual-awal/8a6e93cc-c854-4cfc-b8d3-d43f64665888,adapter,unsloth/SmolLM-360M-Instruct
robiual-awal/0218c922-f13e-45d7-b4c6-2a2ba57b4fbd,adapter,Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B
robiual-awal/0f470384-8f88-4ebf-8cee-af0c485f4df5,adapter,unsloth/mistral-7b
robiual-awal/2c7bb39d-719a-4dd7-a021-e9bd40b35023,adapter,heegyu/WizardVicuna2-13b-hf
robiual-awal/e1aa2d49-2dca-47bc-a3bd-2f8223661630,adapter,unsloth/Meta-Llama-3.1-8B-Instruct
robiual-awal/6145ea02-86d9-4b9f-a246-90cc08eb9897,adapter,facebook/opt-125m
robiual-awal/5bd55752-02c7-4894-92b4-2b94a23b6b38,adapter,unsloth/mistral-7b-v0.3
robiual-awal/05921624-4da9-4848-a5cf-fc96cc541cd7,adapter,oopsung/llama2-7b-n-ox-test-v1
robiual-awal/4f3e6900-17bd-49d1-adad-00397a05b409,adapter,NovaSearch/stella_en_1.5B_v5
robiual-awal/26abbb62-f822-47b6-be36-d735517edbd2,adapter,Qwen/Qwen2.5-3B-Instruct
robiual-awal/7ba143d5-eaf9-40a8-b322-b5c9232575c7,adapter,HuggingFaceH4/zephyr-7b-beta
robiual-awal/1b29d215-f01f-480b-ac91-bf68fd636f22,adapter,unsloth/Llama-3.2-1B-Instruct
robiual-awal/2f258b3e-3358-4339-b2dd-ca7181d48585,adapter,NousResearch/Meta-Llama-3-8B-Alternate-Tokenizer
robiual-awal/98a502e6-9209-450b-843d-57d350996138,adapter,heegyu/WizardVicuna2-13b-hf
robiual-awal/9436e8fc-cdff-4321-afdc-e71b812dd89e,adapter,Vikhrmodels/Vikhr-7B-instruct_0.4
robiual-awal/822b526d-eb5f-4544-80a0-5f03ba493d95,adapter,Qwen/Qwen1.5-0.5B-Chat
robiual-awal/694fcb57-2462-4549-ac71-9d0298b7243e,adapter,upstage/SOLAR-10.7B-Instruct-v1.0
robiual-awal/ddf642dd-80a4-4fe1-85e9-ed5f92555099,adapter,NousResearch/CodeLlama-7b-hf-flash
robiual-awal/5483a133-c3cd-47d4-9100-7a242b9f6ea3,adapter,Qwen/Qwen1.5-1.8B
robiual-awal/7ab5ce18-4c16-42f1-bd27-8b7c408c7642,adapter,NousResearch/CodeLlama-13b-hf-flash
robiual-awal/7cdf2e6e-84d4-4bba-a8b8-599344c01f20,adapter,bigcode/starcoder2-3b
robiual-awal/08b6fa05-bb78-447f-9112-95614d9da5f4,adapter,unsloth/gemma-2-2b
robiual-awal/4a209c29-6687-45cc-83ce-eac3619cfc64,adapter,NousResearch/Nous-Capybara-7B-V1
robiual-awal/2a73b584-2531-4670-873f-e18501b4fcf4,adapter,EleutherAI/pythia-410m-deduped
robiual-awal/7568ad7e-b3bd-44b2-9620-b80f00a7562e,adapter,elyza/Llama-3-ELYZA-JP-8B
robiual-awal/6c1a32b0-dcd4-4f1c-bf43-996812377ccc,adapter,lmsys/vicuna-13b-v1.5
robiual-awal/fe00d245-ab74-4fb1-9c01-e77792ef7c17,adapter,EleutherAI/gpt-neo-1.3B
robiual-awal/b3a12501-c054-4702-ad05-797b04b7d509,adapter,TitanML/tiny-mixtral
robiual-awal/f916f57f-d4d6-4c33-a3e6-1cc1aa18de3e,adapter,HuggingFaceH4/tiny-random-LlamaForCausalLM
robiual-awal/f0a5bbb5-b7a2-4b9b-9a89-6eeca0a41c71,adapter,numind/NuExtract-1.5
robiual-awal/4264db1c-8acb-4039-89d8-c2c27ca2e657,adapter,unsloth/Qwen2.5-Math-7B-Instruct
robiual-awal/caa24b4e-1cf9-4ccd-a91b-7441981a3980,adapter,unsloth/Llama-3.2-1B-Instruct
robiual-awal/d8c4988a-f9e8-4492-85f0-989491c4dd85,adapter,facebook/opt-125m
robiual-awal/576a3c59-e334-4768-a62d-5dcf5dbb1fae,adapter,unsloth/Phi-3-mini-4k-instruct
robiual-awal/153e4631-6b75-4689-a1a3-bd1d5a50ab6f,adapter,UCLA-AGI/Gemma-2-9B-It-SPPO-Iter2
robiual-awal/066d0089-879e-4de4-8389-1beb0c136ee5,adapter,upstage/SOLAR-10.7B-Instruct-v1.0
robiual-awal/1327334f-fd9d-4421-a442-f1946a84013e,adapter,katuni4ka/tiny-random-dbrx
robiual-awal/555ac6f8-317a-4e17-9253-7bba84c2ec5f,adapter,DeepMount00/Llama-3-8b-Ita
robiual-awal/caba1d79-3a64-4aab-934e-3b5913fc9728,adapter,bigscience/bloom-560m
robiual-awal/431bcaa8-72ab-4ae2-a8a4-2ca2df6216b8,adapter,NousResearch/Yarn-Llama-2-7b-64k
robiual-awal/77f41e54-d6d4-43c4-943f-eac06e9f16b8,adapter,EleutherAI/gpt-neo-1.3B
robiual-awal/4d270de7-0b81-46f2-acd5-f34618c6ee28,adapter,scb10x/llama-3-typhoon-v1.5-8b-instruct
robiual-awal/909a48fa-4543-430e-9e38-8f8a22931382,adapter,unsloth/Llama-3.1-Storm-8B
robiual-awal/b9ed872a-5782-42ce-9153-64569bec4c15,adapter,unsloth/Qwen2.5-1.5B
robiual-awal/42d4989b-9a6b-490e-8b6f-4b9ee879c890,adapter,oopsung/llama2-7b-n-ox-test-v1
robiual-awal/fc133a01-b6dd-4d47-9fae-c4fba72405d4,adapter,katuni4ka/tiny-random-qwen1.5-moe
robiual-awal/787f096b-e3b2-40b0-a551-0c0b89f05ca2,adapter,EleutherAI/gpt-neo-1.3B
robiual-awal/c6d7f54b-c5bb-4be2-a2a5-8178436bdb49,adapter,oopsung/llama2-7b-n-ox-test-v1
robiual-awal/20aad563-a131-4bff-88b1-fd89d9fc0e73,adapter,lcw99/zephykor-ko-7b-chang
robiual-awal/ada4116d-c800-4d1b-80ef-ca8bb6c87d55,adapter,oopsung/llama2-7b-n-ox-test-v1
robiual-awal/aec1bb40-0fee-45f1-b013-a71e6f1e4f11,adapter,unsloth/codegemma-2b
robiual-awal/f3abbf11-b5ae-4cec-a02d-b0cd9c749f30,adapter,unsloth/Llama-3.2-3B
robiual-awal/25e3197c-13aa-48c8-9b64-bd929ce732e2,adapter,HuggingFaceH4/tiny-random-LlamaForCausalLM
robiual-awal/dd766952-e292-43bc-8f04-eb2b5034e552,adapter,Eurdem/Defne_llama3_2x8B
robiual-awal/db3462c4-a044-410a-a7fe-855ee437abd6,adapter,tokyotech-llm/Llama-3-Swallow-8B-v0.1
robiual-awal/fd95765c-9e66-475c-a00d-85d6381a509c,adapter,TinyLlama/TinyLlama_v1.1
robiual-awal/4981992e-cb3c-4b53-bc75-50a9da6f3e60,adapter,NousResearch/Yarn-Llama-2-7b-64k
robiual-awal/917a25e4-5e1d-43da-9b70-e08040a15b9b,adapter,Qwen/Qwen2-1.5B-Instruct
robiual-awal/7672602f-74d9-470c-ad27-dffa90ecf759,adapter,The-matt/llama2_ko-7b_distinctive-snowflake-182_1060
robiual-awal/0a3cfdfe-5343-4967-b186-e4833f4f1b9b,adapter,NousResearch/CodeLlama-13b-hf
robiual-awal/6ac47eab-8142-459b-a136-4399f80bc454,adapter,bigscience/bloom-560m
robiual-awal/1bd635c6-4e0a-45e0-9b48-5eb4c0bb42d5,adapter,unsloth/gemma-2-2b-it
robiual-awal/ed025c6d-f3a8-4363-8567-af51ebd2a47c,adapter,HuggingFaceH4/tiny-random-LlamaForCausalLM
robiual-awal/b04f0fbd-9ae4-4b15-b684-e6c2d86d43ab,adapter,microsoft/phi-1_5
robiual-awal/a65cccca-03f0-4e58-9a81-a2b1a0fddf57,adapter,unsloth/codegemma-2b
robiual-awal/6f12b99a-7ac0-445f-aa53-4ae2383fffef,,
robiual-awal/d22617a5-fb94-435c-8ec7-38c8334f7fac,adapter,Intel/neural-chat-7b-v3-3
robiual-awal/658cdb47-a6c2-41f1-b109-d5e57a921b66,adapter,unsloth/llama-2-7b-chat
robiual-awal/c5bbd1e1-08cd-465c-b92f-88a7720c3fef,adapter,Qwen/Qwen1.5-7B
robiual-awal/81d6e748-0e34-4d19-97ff-364a6ff507d4,adapter,unsloth/Qwen2.5-Math-1.5B
robiual-awal/47a1191c-57f8-467c-9079-2a17a5070a07,adapter,Qwen/Qwen1.5-0.5B-Chat
robiual-awal/41a112a6-4efb-4f6c-89fb-c46c82b33eda,adapter,EleutherAI/pythia-14m
robiual-awal/0cd8e9b3-7a20-49ec-a05f-09bd6f22aa03,adapter,echarlaix/tiny-random-PhiForCausalLM
robiual-awal/215454be-3a85-4456-acee-42f0f291761c,adapter,tiiuae/falcon-7b
robiual-awal/63c10723-665f-4851-ae2e-584463150f7e,adapter,unsloth/Qwen2.5-1.5B-Instruct
robiual-awal/d1dfd873-d789-4251-87f2-22df3994c074,adapter,unsloth/SmolLM2-360M-Instruct
robiual-awal/f16d6d48-31f6-4713-aeaa-081278bd427d,adapter,fxmarty/tiny-random-GemmaForCausalLM
robiual-awal/42d9a442-71ac-4a06-b805-84c045485d75,adapter,Qwen/Qwen1.5-0.5B-Chat
robiual-awal/29428254-ec9a-4dd6-9728-976ff6197c4f,adapter,HuggingFaceM4/tiny-random-LlamaForCausalLM
robiual-awal/ecdb540a-6768-4e27-a534-32d6da95e91f,adapter,NousResearch/Nous-Capybara-7B-V1
robiual-awal/b4849848-82a7-4e43-aa55-4c9a6df089e2,adapter,bigcode/starcoder2-3b
robiual-awal/97d83b4c-e3df-4bdf-97d4-23491859313a,adapter,The-matt/llama2_ko-7b_distinctive-snowflake-182_1060
robiual-awal/d80cdd00-4d0a-4b09-962b-9e7fd8b333a3,,
robiual-awal/5a5fca36-a73f-4d34-9374-8337eabc6919,adapter,NousResearch/CodeLlama-13b-hf
robiual-awal/9053c20e-187f-4301-9627-4af2a8855b7c,adapter,Qwen/Qwen2.5-7B
robiual-awal/154909ae-d7db-4e40-86d4-6ea24e65dc57,adapter,bigscience/bloomz-560m
robiual-awal/4834c128-a0af-4e5a-ba84-ea4d1c20ba91,adapter,NousResearch/CodeLlama-7b-hf-flash
robiual-awal/005a4ca9-2d7b-462b-8ecd-e40d8bff5ddc,adapter,lmsys/vicuna-13b-v1.5
robiual-awal/055c8d50-c005-4d73-98f8-dd38252f2c05,adapter,EleutherAI/gpt-neo-1.3B
robiual-awal/bda72465-f137-4c28-a050-eddde9c35f31,adapter,trl-internal-testing/tiny-random-LlamaForCausalLM
robiual-awal/e54becd8-0ac2-43c4-b75f-8b24f850d3f2,adapter,Qwen/Qwen2.5-1.5B
robiual-awal/cef3dfe8-e4a6-439c-aa64-ed79e26c6da6,adapter,lmsys/vicuna-7b-v1.3
robiual-awal/8036615a-adc5-4c39-8ba1-cd00d4aefc9d,adapter,UCLA-AGI/Gemma-2-9B-It-SPPO-Iter2
robiual-awal/65f2193b-0ecb-410b-af3e-9341eae54d4c,adapter,VAGOsolutions/Llama-3.1-SauerkrautLM-8b-Instruct
vpakarinen/custom-lora,,
robiual-awal/3bc972e3-5e2f-4225-9e5e-6040f0e2d03e,adapter,fxmarty/tiny-llama-fast-tokenizer
robiual-awal/4f917109-0fe1-4f8c-aa85-2f01ae41cd88,adapter,DeepMount00/Llama-3-8b-Ita
robiual-awal/845e3982-5c21-4396-b106-b21576f01e86,adapter,Qwen/Qwen2.5-3B-Instruct
robiual-awal/b6e0548d-d114-41a4-8030-2ec5989a46c1,adapter,heegyu/WizardVicuna2-13b-hf
robiual-awal/d32b5ba5-1ee6-442a-974c-27ac12232809,adapter,NousResearch/Nous-Hermes-2-Mistral-7B-DPO
robiual-awal/e69e3565-a4c0-4ea6-8f9c-c24f3878738b,adapter,01-ai/Yi-1.5-9B-Chat-16K
robiual-awal/b9dfe805-5298-423e-b3fb-85e30dd15e95,,
robiual-awal/58df1990-7ef4-4907-9935-430e5a17bf79,adapter,bigscience/bloomz-560m
robiual-awal/509d4728-abf7-499c-8378-ca04cecf4146,adapter,NousResearch/Yarn-Llama-2-13b-64k
robiual-awal/699ef004-bd75-443e-98bb-d07cd92caf64,adapter,unsloth/gemma-7b-it
robiual-awal/ab3af9f1-0ce4-479c-b8a9-75ccf16e14c0,adapter,microsoft/Phi-3.5-mini-instruct
robiual-awal/413a9a21-1870-4e78-8a8a-8fe210ed4ea0,adapter,HuggingFaceH4/zephyr-7b-beta
robiual-awal/baf8ded5-b54f-4e5f-8c04-b568b3fdf0f5,adapter,bigcode/starcoder2-3b
robiual-awal/be6debfa-8ac5-4c36-8f55-87129ad8f136,adapter,Qwen/Qwen1.5-1.8B
robiual-awal/82858aca-946c-499e-b460-1c0063034fad,adapter,UCLA-AGI/Gemma-2-9B-It-SPPO-Iter2
robiual-awal/b2213297-0397-4402-a894-974bd3efffc5,adapter,The-matt/llama2_ko-7b_distinctive-snowflake-182_1060
robiual-awal/7b0fa59c-4dea-4bd2-ab60-e2b912085566,adapter,Qwen/Qwen2.5-0.5B
robiual-awal/e6117509-c832-49fc-b1c7-2a8428f82fd2,adapter,bigscience/bloom-560m
robiual-awal/6357f811-c145-4c2a-805c-0b3d78e4a70a,adapter,Qwen/Qwen2.5-Coder-7B-Instruct
robiual-awal/8381c841-85ed-43e3-9b9b-41f97839c4b4,adapter,katuni4ka/tiny-random-falcon-40b
robiual-awal/b334f062-37c1-4482-8f01-876a5015926c,,
robiual-awal/d2a54fe6-27e5-4312-924f-d49376bf2781,adapter,Qwen/Qwen2.5-Math-7B-Instruct
krtk00/generic_id_lora,adapter,black-forest-labs/FLUX.1-dev
robiual-awal/20abf7d0-4633-41d6-b038-a8b7f57c84ee,adapter,EleutherAI/pythia-410m-deduped
